company,rating,title,pros,cons,reviewer_title,reviewer_location,datetime,is_current_job
IBM,4,Great company great culture,"Great company culture steeped in values and high integrity , champion for diversity and inclusion and wonderful to work for specially in High technology. Even the HR function is the best in the world","Still a bit bureaucratic- takes a long time to align to market best practices, somewhat ruthless for low performers, salary increments extremely low and bonuses negligible for even good to best performers", People and Talent Associate, Singapore,6-Jun-21,TRUE
IBM,4,Operation,You get in touch with so many personnel from different business functions,unclear job scope just piling up the workload, Business Operation Analyst, Singapore,24-Sep-21,FALSE
Capgemini,5,Good company,Good company to work in,Cannot think of any cons, Senior Consultant, Singapore,20-May-23,TRUE
Capgemini,5,Very good experience,Mentoring Good learning opportunities Great colleagues,I cannot think of any cons., Data Analyst, Singapore,25-Apr-23,TRUE
Capgemini,4,Working at Capgemini,The yearly increment is relatively good.,Seeking clarification on certain things are not very clearly define.., Consultant, Singapore,12-Apr-23,TRUE
Capgemini,1,Not a place to work,No value of hardwork No ethics no vision of top management bad leadership,Good Paycheck and dental benefit, Project Manager, Singapore,13-Apr-23,FALSE
Capgemini,3,Good for freshmen,Good learning culture. A lot of opportunities to learn,Long working hours. Limited communication from Management Lengthy internal process, Manager, Singapore,5-Mar-23,TRUE
Capgemini,3,Great Culture,Culture Working environment Office location,Career Progression Management effort Learning, Analyst, Singapore,2-Mar-23,FALSE
Capgemini,1,Mgmt needs to review themselves,not much that i can say but they push you hard enough to really see how far you can go,evreything that you can think of, Snr Consultant, Singapore,2-Mar-23,FALSE
Capgemini,1,Utterly disappointing company policies and HR,"The remuneration for the graduate program isn't great for tech consulting per se - but it's above average when compared to consulting in general. If you do well to be promoted to consultant after the 18-month program (top 10% in SEA), the pay hike is actually pretty decent.","Pay and promotional processes here are extremely slow and delayed. For example, promotion and increment meant are only issued 4 months late. This delay has happened at every step of the way from my promotion to an assoc consultant from a senior analyst, and to a consultant from an associate consultant. This is something that many graduate talents are unhappy about. Efforts reaching out to HR regarding this usually ends in vain because we get ignored - which also reflects badly on the company. 

It's an elephant in the room that the company struggles to retain talent, especially locals. This has been brought up multiple times to the leadership. However, the leadership, culture, and focus on capital over people make it difficult for employees to trust in the vision of Capgemini Singapore. At this time of writing, most of Capgemini's key leadership (CEO / COO) have already left the organisation.", Consultant, Singapore,17-Apr-22,FALSE
Capgemini,4,Working at Capgemini,Lovely office with friendly colleagues.,Wfh depends on the project you are assigned, Fresh Graduate," Jurong West New Town, ",30-Jan-23,TRUE
Capgemini,1,Terrible benefits,"Pantry is decent, not great, but survivable. Colleagues are friendly.","Lack of diversity in the workplace, including upper management Annual leave is not in line with industry or general Singapore benchmark - 15 days of leave with upper management forcing you to take 40% of your annual leave for office closure, Salaries not in line with industry Minimal benefits - no welfare benefits, no mental wellness benefits Office space is small with limited facilities - lack of collaboration rooms, lack of meeting rooms, no external monitors Highly political environment - people pleasing the bosses instead of doing what is right for the customer and/or the company Lack of overall long-term strategy", Anonymous Employee, Singapore,7-Nov-22,TRUE
Capgemini,5,"Great management, easy job, good benefits",High pay and relaxing workload (by following the flow and culture) Highly empathic coy (Poor performers can continue to stay without any issues/PIP) Work life balance,There is nothing to improve on, Engagement Manager, Singapore,20-Dec-22,TRUE
Capgemini,5,Great work culture,"Great work culture, work-life balance, opportunities for working on latest technologies",No cons to talk about, Senior Director, Singapore,4-Jan-23,TRUE
Capgemini,1,Not the place if you want to do dev work,"- looks good on the outside
- get a table seat with a view of MBS
- snacks in pantry
- so stable, if you don't do anything, you can still cruise through","- full of incompetent CECA
- messy management, no structure, projects constantly under fire
- grad program just there to fill in local headcount to hire more CECA
- generally not much useful dev work if you're looking to be a SWE
- promises training but they just dumps you with videos to watch with no concrete learning pathway
- 80% of the projects are just helping out with bids / BA work / organise get-togethers and webinars for colleagues who can't be bothered as well
- no bonus (only for manager and above)", Associate Consultant, Singapore,20-Jun-22,FALSE
Capgemini,4,Great firm,"flexibility, autonomy, nice office enviornment.","not diverse, , , , ,", HR Leader, Singapore,31-Oct-22,TRUE
Capgemini,4,Good opportunity,Was able to find client immediately and it lead to an amazing oppurtunity,No training was provided after joining as a fresh graduate, Senior Software Engineer, Singapore,10-Oct-22,FALSE
Capgemini,2,Messy internal structure,Health benefits and insurance are good,"Lack of welfare, messy internal project allocation", Consultant, Singapore,17-Oct-22,TRUE
Capgemini,3,Decent salary,Work on different projects to gain exposure,Working with many expats.Different work culture., Consulting Engineer, Singapore,19-Sep-22,TRUE
Capgemini,4,,#NAME?,Growth may not be as fast as you expect., Consultant, Singapore,29-Aug-22,TRUE
Capgemini,1,Lousy,None I can think of,"High turnover rate. Forgotten once you go to project. On bench no use. Don't promote people who work hard in project, just ask them fill in time sheet.", Consultant, Singapore,15-Sep-22,FALSE
Capgemini,2,Not recommended,"Good office environment, nice pantry","Poor leadership from some managers, many uncertainties on the task, hard to grow in career", Consultant, Singapore,15-Aug-22,TRUE
Capgemini,2,Maybe an unlucky episode in Capgemini Singapore,Salary payment are on schedule,"My experience:
1. Forgotten on my 1st day of work. They didn't prepare my account or laptop. I went to the HQ for nothing.
2. Working on weekends, holidays and OT are granted. Lunch time/break? Forget about it. Meetings can be at any moment. 
3. Never spoke to my boss.  A colleague never spoke to him and was working there from 6 months already. If you are lucky you will speak to his vice.
4. You are disposable.
5. I was the 4th replacement of that position in that project.
6. Indian culture in Singapore.
Maybe I was unlucky.", , Singapore,21-Dec-21,FALSE
Capgemini,1,Managers Directors highly Biased,"Good if you love chaotic work environment where things are in a mess, and bosses throw their attitudes","Good if u want to work with your mouth shut and as a underdog, full of uncertainty and chaotic work environment", Consultant, Singapore,23-Jun-22,FALSE
Capgemini,4,Client is okay,"Deployed to a Swiss banking client, salary is okay","It’s hard to get promoted/compensated even as a senior with lots of workload, especially if foreigner", Software Engineer, Singapore,27-Jun-22,FALSE
Capgemini,5,Good environment,"Great culture , and nice work environment,, no micro management","Lots of approvals required, time taking process", Associate Consultant, Singapore,5-Jul-22,TRUE
Capgemini,2,"Poor compensation and benefits, poor management","Big projects and names to work with. Nice office in Marina Bay financial centre tower 3 even though its just for show. If you're here for exposure and leaning, OK not bad, but you prob wont stay long cause you will hatenthat this company does not value your labour and you will buey tahan both upper and middle management","Low compensation compared to competitors and other tech companies in Singapore. No AWS, no variable bonus, strange for consultancy which wont matter if the base pay is high but spoiler alert its not lol. Annual compensation probably lower by about 10-15% at very least. Benefits are lacking also with low amount of annual leave - - 15 days, no birthday leave. Covid year they forced nonbillable employees to take almost all 15 days and if we dont have enough, our next year leave would be deducted. This was done without consulting employees. Management does not prioritise people and it shows through the pay and benefits and decisions. HR also very slow. Tthey award promotions also quite slow: Associate consultant takes 2 years before becoming consultant. Before the 2 years just use your Capgemini portfolio and Capgemini upgraded skills to find another job and your pay will increase faster and you will realise how valued you actually are in another company. Some middle management are also quite inexperienced but what to do they probably got hired because the company cannot afford better and more experienced managers/senior employees", Anonymous Employee, Singapore,30-Jan-21,FALSE
Capgemini,4,Director,Great culture overall given its european company,Lack of fast paced growth, Director, Singapore,2-Jul-22,FALSE
Capgemini,4,Lead Developer,Good company to work with,Work culture in technology is very hectic, Manager, Singapore,15-Jun-22,TRUE
Capgemini,3,nil,Helpful colleagues; mostly at client,Long hours as most meetings happen at night, Portfolio Manager, Singapore,31-May-22,FALSE
Capgemini,4,Good place to start career,Decent starting pay with friendly culture to foster learning.,"Sometimes feel left out when working at clients’ side, troublesome to keep up with home companies matters on Capgemini laptop. Since day to day work is on Clients side", Senior Analyst, Singapore,17-Mar-22,TRUE
Capgemini,5,Great place to work,"Flexibility
Strong leadership
Freedom to do things your way",Not yet established in singapore market (especially govt sector), Senior Manager, Singapore,23-Apr-22,TRUE
Capgemini,4,Review,"Good company to start your career 
Great exposure into many different technologies","Stuck in a project for a long period of time, limiting your ability to explore", Technology Consultant, Singapore,6-Apr-22,TRUE
Capgemini,4,Culture,"Work life balance.
Flexible working hour.","No career progression.
Lousy IT system.", Anonymous Employee, Singapore,19-Apr-22,TRUE
Capgemini,4,Graduate Program Review,"Good team, helpful in answering initial queries about career development. Lots of avenues within the company to develop.","Might not necessarily be working on what you expected, role may differ.", Senior Analyst, Downtown Core,13-Feb-22,TRUE
Capgemini,4,Supportive team,"Supportive team, good boss and flexible working arrangements
Good medical & insurance benefits.",Some processes can take long., Human Resources Specialist, Singapore,23-Mar-22,TRUE
Capgemini,4,Overall,"Nice office, wide range of services, wide range of product, multi national and strong client base",Expensive parking and expensive food., Business Analyst, Singapore,10-Mar-22,TRUE
Capgemini,3,Unsure Review,"Good working partners
Salary above average
A lot of opportunities to learn","Managerial level is not understanding
Expects overtime 24/7 for IT Consultancy
Does not nurture younger staff well", Senior Analyst," Bukit Batok New Town, ",8-Feb-22,TRUE
Capgemini,4,Excellent place to start the IT consultant career,Allowed room for personal skills development,Working hours are not fixed, IT Consultant," Changi Village, ",1-Mar-22,TRUE
Capgemini,4,Later,Good work place environment and team,No extra benefits or bonus to employees, Associate Consultant, Singapore,21-Feb-22,FALSE
Capgemini,5,Good company,"a) Great culture
b) Work life balance
c) Relocation opportunities",a) Cannot think of any flaws from the top of my head, Project Manager, Singapore,7-Jan-22,TRUE
Capgemini,5,"Great experience, just try if you can",Travelling and getting good money for it. You get to learn a lot of people's skills and great work ethics that will be applicable to all walks of life and industries.,"Irregular off days and you can only bid for leave once a year - even so it is subject to availability, rank any many other variables.", Stewardess, Singapore,29-Sep-21,FALSE
Capgemini,4,Work life experience,Good work life balance and scope of learning,Salary could be bit more, Senior SAP Consultant, Singapore,23-Dec-21,TRUE
Capgemini,1,Avoid this unhealthy working culture for your mental health,"1. Relatively flexible working hours. 
Nobody disturbs you cos they do not even show up in office. Decent source of income for side hustlers who just want to collect a pay check and a steady stream of monthly salary without actually doing your day job. Will not get promoted but will not get caught and fired too.

2. Free sponsored coursera account. 
Can leverage on this to slowly upskill and find a job elsewhere when you are ready to work again.","1. Pretentious culture. 
They only mention the good stuff at the end of a project or to celebrate a quick win. But the people at the top are unaware of the chaos and lack of teamwork on the ground. Bunch of people just smoking their way through to get their pay check. Especially people in the middle management who claims to be subject matter experts but leave the dirty jobs to the junior hires, steals credit and get all the limelight. People who get promoted are those who spent office hours doing showy and useless stuff in a bid to be forefront of innovation and [insert any other buzzword]. The only capable people are the leavers who struggle to 'move up' in such a toxic environment and unfair performance evaluation.

2. Body shop. 
Beware of being on the bench. You are left on your own when you are out of project. Supervisors do not care enough to find you a project that's within your expertise. If you are not resourceful or extrovert enough to find your own opportunity, good luck at being noticed/deployed to a decent project. Grads are just thrown into projects to figure out how to get things done on their own, without charging the client a huge bill. How convenient!", Associate Consultant, Singapore,3-Aug-21,TRUE
Capgemini,3,"Great starting job, but not good in the long term","Company insurance
Free courses under Coursera
Better than average starting pay for non-tech graduates
Company laptop for near permanent WFH","Little to no career progression
Work might eventually get taken over by AI.
Skills learnt in the job might become outdated very quickly.", Data Analyst, Singapore,15-Sep-21,FALSE
Capgemini,4,"Great exposure, good pay","Its a great place for people who want to develop their career in consulting. Very hands-off culture, minimal micromanaging and high level of autonomy in work setting.","Can get confusing at times with the processes not catching up with the pace of development, given that the company is still growing rapidly.", Recruiter, Singapore,12-Aug-21,TRUE
Capgemini,4,best environment,"friendly environment, good pay decent pay","no progression, career advancement depends on manager", Test Engineer," Tampines New Town, ",25-Oct-21,TRUE
Capgemini,4,——,Have scope to learn and grow,Cannot change projects for atleast 18months, Analyst, Singapore,17-Oct-21,FALSE
Capgemini,4,Working culture,"Work life balance .
WFH arrangement
Fun working environment","Lack of diversity, especially at the management level, you can see a concentrated group of same nationality

Lower salary compared to market rate", Consultant, Singapore,16-Jul-21,TRUE
Capgemini,3,Overall review,"Good benefits
Good AWS
Good work cultures","Internal politics
Less sap projects in Singapore
No job security for perm employees", ERP, Singapore,29-Sep-21,FALSE
Capgemini,3,Working in Capgemini,Stable pay and on time,No Bonus and difficult to get increment, Associate Consultant, Singapore,21-Sep-21,TRUE
Capgemini,4,Good,The medical benefits are really good.,The pay is not up to the par, Senior Consultant, Singapore,22-Sep-21,TRUE
Capgemini,4,Good company to gain experience,"Good work environment, if you like working under stress and pressure","IT response is slow. Wish salary increase and promotions happen for other departments too quite generously like it happens in Sales/ Account teams - everyone gets promoted left, right , center. Management listens mainly to Sales guys who are given good titles, rest all survive", Senior Consultant, Singapore,14-Apr-21,FALSE
Capgemini,4,Good Overall,"Competitive Salary 

Nice Management 

Transparency path","No Overtime salary 

Not corporate well between depts", Manager, Singapore,25-Aug-21,TRUE
Capgemini,1,"Horrible, discriminatory hiring, sexist boss","Their office was in a great location and there were good company events, great healthcare and dental coverage","The bosses are only interested in bringing in and grooming people from India. Local resources were almost all on lower level, large majority as graduates. Direct manager was sexist.", Consultant, Singapore,11-Jun-21,FALSE
Capgemini,3,Good culture but salary not competitve,Good Culture with good coworkers,Comp and Ben not competitive, Human Resources Specialist (HR Specialist), Singapore,7-Jul-21,TRUE
Capgemini,5,Great Place to build a career,Very nice work culture within the organization and also with the leadership team. Strong career paths for growth and lots of options available internally for new projects / rotations. Very good global learning platform. Overall lives up to the strong brand image.,More opportunities open up with increasing tenure in the company, Senior Manager, Singapore,7-Apr-21,TRUE
Capgemini,5,Happy Place to Work,Approachable Leadership Open for Innovation,Employee Benefits can be improved, Director, Singapore,28-Jun-21,TRUE
Capgemini,4,Review for the company in Singapore,Good to work here. Good environment,Hierarchy structure is complicated and approvals can be an issue, Manager, Singapore,10-Jun-21,FALSE
Capgemini,5,Manager,Good Company Happy with work,NO As of now all good, Manager, Singapore,16-Jun-21,TRUE
Capgemini,3,Treatment of Graduates could be more transparent,"Graduates are provided with opportunities to rotate during the programme, local colleagues are great to work with.","Managers that are not based locally have a very different working culture, and the experience of working with these managers is not very positive. These managers do not provide local graduates for room to grow, and loves to micro manage, which is not something this generation would like to see.", Associate Consultant, Singapore,15-Dec-20,TRUE
Capgemini,3,UI Manager,Good Company to work with,Difficult Deadlines and lack of projects, UI Manager, Singapore,15-Jun-21,TRUE
Capgemini,4,Great opportunities to upskill,Lots of upskilling opportunities in different technological domains,There is no bonus structure over here, Senior Software Engineer, Singapore,29-May-21,TRUE
Capgemini,4,Flexibility for the hardworking,"Multiple opportunities for training on the bench.
High degree of employee flexibility for non-project related matters.","Long Overtime during crunch period.
Developer representation during client requirement gathering can be lacking.", Associate Consultant, Singapore,27-Apr-21,TRUE
Capgemini,4,Good company,A lot of opportunities to work on,Nothing to be mention ed, Associate Consultant, Singapore,1-Jun-21,FALSE
Capgemini,5,Senior Consultant,Learning and have very good training,People are not priortized in from of client, Senior Consultant, Singapore,16-Mar-21,TRUE
Capgemini,3,Good for starters,Good to start here if nothing else is working out. People tend to help one another.,Will not go very far., Software Engineer, Singapore,2-May-21,TRUE
Capgemini,5,Good place to work,"Casual relationship with colleagues, open working culture",Conservative in business offering. Limited clients, Project Manager, Singapore,17-Apr-21,TRUE
Capgemini,3,"Disorganised management, looks for short term revenue only","Depending on client, you may get some benefits like work life balance","Management decisions are very short term and only for quick quarter ending revenue basis only. They usually don't infest in their employees as such, and advices are not taken seriously.", Anonymous Contractor, Singapore,16-Dec-20,FALSE
Capgemini,5,Great place to work,"Good job
Nice work
Nice work
Nice work
Nice work","No comments
No comments
No comments
No comments
No comments", Consultant, Singapore,9-Mar-21,TRUE
Capgemini,1,Please avoid,Giving 1 star only because of good insurance coverage,"First and foremost, good reviews shown are likely to be premeditated - ie. staff are asked/made to write positive reviews so as to improve their ratings on glassdoor as it used to be in the low 2s. There seems to be a spike in positive reviews in an orchestrated manner. Hence, do take positive reviews with a huge pinch of salt. 

If you’re just looking for a job that pays sufficiently, and career progression and learnings are not of importance to you, you may skip reading. 

Graduates are used as cheap resources for projects so that projects can be sold cheaply. The bulk of graduate’s salary is funded by the government because of the graduate programme scheme.

Over promise in proposals or in their words to clients and under deliver (ie. no good qualified expertise placed on projects).

Clients are always right and the welfare of staff does not matter. Project delays or issues are blamed on staff executing the project, when most of the time it is due to poor project management. Staff are expected work overtime to catch up. 

Projects are constantly delayed because of poor project management - ie. no good quality project managers.

Zero career progression, your progression is based of how long you stay with the company and how much you engage with the management. Also, if you are good at talking, you will make it too. People who can speak well even without delivery capabilities are well appreciated, because sales is what brings in the money. 

Lack of good middle layer management to learn from (middle management is also almost non-existent). Lack of diversity in races and gender ratio within the company and in management. 

APAC region is free to run in whatever manner they want to - with zero strategic direction in place.", Associate Consultant, Singapore,28-Oct-20,FALSE
Capgemini,4,Good Company,"- Good work culture and work life balance
- Very good welfare benefits","- Relatively low pay compared to competitors
- No bonus for junior hires (!!)", Senior Analyst, Singapore,15-Feb-21,TRUE
Capgemini,4,Good fresher company,"Provides training
Great autonomy
Attractive pay
Learn a lot on the job","Pros depend on Client you are assigned to
In some cases may not have a client for awhile
Management on the Client side could be better", Software Engineer, Singapore,18-Jan-21,TRUE
Capgemini,5,Good,Good location to work and can get the good roles,We are in client locations, Softeware Engineer, Singapore,2-Mar-21,TRUE
Capgemini,2,Not great.,"Little supervision, no micro-management, numerical KPI","Little or no protection from client misbehavior. They do body-shopping, even if they claim otherwise.", Anonymous Employee, Singapore,12-Jan-21,TRUE
Capgemini,3,Good place to start your career,"- Good medical benefits 
- Good number of leave days",#NAME?, Associate Consultant, Singapore,20-Jan-21,FALSE
Capgemini,1,Worst Company to work,Medical benefits. Salary on time.,Career progression only for the people close to the boss. To much of bias and no career progression for people who actually deserve it, Associate Consultant, Singapore,22-Feb-21,TRUE
Capgemini,5,gg,conducive environment and friendly people,very low increment rates given, Associate Consultant," Changi Village, ",19-Feb-21,FALSE
Capgemini,3,Consultant,Good if you get the opportunity to work on good project,Don't expect to receive year-end bonus, Software Developer, Singapore,10-Jan-21,TRUE
Capgemini,1,"Read this, and look somewhere else","Good medical plan, but not much else

How much learning one can take away really depends on luck - it is extremely rare to be assigned to a good project with competent senior staff","Junior local graduates are hired seemingly only to boost the local headcount to allow the company to bring in more ""foreign talent"" from offshore. No investment and/or training is done for young graduate hires. 

Often stuck in dead-end roles with no visibility and little room for growth. When the review cycle comes along, this is then used as an excuse to rate us poorly for not performing up to standards, when in truth, we are not even given the room to choose what roles we have to fulfill and which projects we are assigned to. 

Little recognition is given to work that's been done well, but mistakes are always put under the microscope. 

The company tends to hire/retain senior management personnel who seemingly cannot do their own work, and are incapable of performing. Junior staff have to do the work for them, with little to no direction and guidance. Competent middle managers who are willing/capable to teach junior hires are few and far between. 

The company has no idea and does not care about local culture and legal contexts. For example, legally mandatory National Service duties are often held with disdain by senior management, which then results in poor performance reviews/feedback which then leads to missed promotion opportunities etc. 

Juniors are easy cannon fodder and are first placed in the firing line when clients make dissatisfaction known. The leads rarely take responsibility for deliverables that were under their direction.", Consultant, Singapore,21-Jul-18,FALSE
Capgemini,2,Apply here only if you are desperate,"Good colleagues and mentors - some from the grad program (if you are lucky) 
Work life balance is there","1) No corporate identity and culture.
2) HR is incredibly weak and does not make an effort to make good policies - do not be surprised if they give you monetary reward for good performance only to tie it with a bond.
3) No clear career progression / plan from management.
4) Management tends to be biased and do not back local employees.
5) Engage in bodyshopping as firm does not have a long term direction", Consultant, Singapore,28-May-19,FALSE
Capgemini,3,good opportunity if you're a Subject Matter Expert,Good options for an SME,Expect you to narrow yourself soon, Software Engineer, Singapore,17-Nov-20,TRUE
Capgemini,5,Highly recommended,"The top leadership is inspiring, the organisation is growing fast, it is the right moment to step in for challenging opportunities",No specific cons I would need to share at this point of time, Senior Manager, Singapore,21-Sep-20,TRUE
Capgemini,5,Needs more structure,opportunity for independence and to learn more at your pace,needs to be a little more structured, Summer Internship, Singapore,6-Oct-20,FALSE
Capgemini,4,Not a bad first place to start,Quite a lot of opportunities if you proactively seek them,Not too many technical opportunities, Consultant, Singapore,5-Oct-20,FALSE
Capgemini,5,Good company to work for,"Cohesive team, good work environment",Not enough chance for women employee, Senior Manager, Singapore,8-Oct-20,TRUE
Capgemini,5,good employer,good employer good employer good employer,xperience at my current or former employer is truthful., Senior Consultant, Singapore,19-Sep-20,TRUE
Capgemini,1,"All the negative reviews you have read so far are true, and there's more.","Generous medical and dental benefits
Hot desking i.e. You could suddenly find out that there was no seat for you after you reached the office and had to be sent to another office at the other end of SG
No work to do at all","Beware of SENIOR management bringing their personal biases to work and affecting your career growth (if any)

The graduate program is some kind of a scam. There's no training, only elearning. They're desperate to meet their quota so they keep wanting to hire Singaporeans.

Organisation here is a mess. Seeing how many negative reviews there are about the graduate program, whose HEAD has to roll, Capgemini?

The management team is mostly made up of Indians, this is a fact, but I hope such a reputable company won't give employees the PERCEPTION that these Indian management staff could bring their personal biases to work.", Senior Consultant, Singapore,10-Sep-19,FALSE
Capgemini,5,Rapidly growing organisation - personal growth depends on your personality.,"Growth of non-financial services' side of the business has been substantial - attainment of truly marquee names across SEA, transformative efforts. As a graduate, you are not judged by your lack of experience, but will be encouraged to take on heavier responsibilities within your role.

Your growth in this organisation depends on your personality - if you have a certain level of hunger and drive to run things independently, this is a great place to learn and have an accelerated growth. If you need more hand-holding / clear structure and processes, then you may find it more difficult to adjust.

Strong emphasis in equality - gender, LGBTQ empowerment across the Group. Improved L&D efforts and engagement through townhalls.","Need stronger HR processes - much more improved since 2-3 years ago, but still lacking behind most consulting firms.", Senior Consultant, Singapore,1-Aug-20,FALSE
Capgemini,5,French Technology Consultancy with Work Life Balance,"1) Awesome Team spirit, kind and nice colleagues 
2)  Senior Management who cares to listen to employees and grads
3) Work life balance 
4) Supportive Reporting Manager and colleagues
5) Fast pace work with flexibility and autonomy
6) Assortment of Drinks (coke and milo) and cookies in pantry
7) F1 pre-party drinks, monthly birthday celebrations, Mon & Wed Fruits Day
8) Monthly 30 mins massages for staff - supporting blind masseuse
9) Chiropractic and Fitness talks organised by HR
10)  Excellent medical benefits for staff and immediate family - AXA Panel
11) Capgemini University for learning and development
12) APAC has an online graduate community 400 members - APAC Got Talent !
All of the above are real and true.",number of annual leave days could be improved, Manager, Singapore,30-Sep-19,TRUE
Capgemini,2,I worked as an Associate Consultant for more than a year.,"Provides certified training .
If you are lucky, you may even be sent overseas(mainly India) for training. 
Good starting pay for fresh graduates. 
Work environment is quite chill in the beginning. 
Good medical coverage.","HR is poor. Not helpful unless pushed. 
Singaporean graduates are hired just to boost the local head count, so as to bring in more foreigners.
Projects are given mainly to foreigners. Hence, a long waiting period for projects.
Sometimes blamed for not getting projects, hence no salary hike/bonuses.", Anonymous Employee, Singapore,26-Sep-18,FALSE
Capgemini,1,Biased leadership and shady practices,"Good office location, great specs for assigned laptop. Initial offered salary is good. Health insurance coverage is great and includes dental.","The graduate program is a scam. It's meant to be a way for the company to hire locals on a discount (as they get a grant from the government for their ""graduate programme""), so that they can get enough local quota to bring in people from ""the village"". Just take a look at their higher management profile and you'll see what I mean. If you aren't from the right place, or if you don't suck up to higher management, you will not progress.", Consultant, Singapore,31-May-19,FALSE
Capgemini,1,Work at your own risk,"-pantry full of drinks and snacks
-good medical benefits
-flexiable working hours","-too much foreign talents
-poor backend support (HR,IT, FINANCE, ADMIN)
-poor management 
-disorganization 
-onboarding waited for 1 hour for HR to attend to me. Given a stack of papers to read on my own for 1 hour, systems is not well explained
-poor attitude in finance and IT
-lack of reply from admin when comes to mobile phone application and visa application. (Why we have fork out from own pockets first and reimburse?)
-lack of IT support. Such a big company with 2 location but only 1 support staff!!", Anonymous Employee, Singapore,27-Mar-19,FALSE
Capgemini,1,Not recommended,"One time good hike.
Group is big but working as individual small entity.","Leadership and Management dose not care about employee. It's work for profit only employee are just machine not even human beings.

Do not surprise If they pay some bonus and revert it back without you know. 

False commitment from Directors just to find other replacement of you.

Capgemini make sure you will have maximum loss of pay when u resign from company and that the hack they give more at initial joining time Employee will lose minimum 4-6 month variable pay in best time.", Senior Software Engineer, Singapore,31-Dec-18,TRUE
Capgemini,1,Dont,"Good pay, good insurance, good benefits","Little work-life balance, have to suck up to senior management in order to be promoted, little opportunities to learn as most roles given to foreign workers, less than 1 month bonus at the end of the year, pay raise but take away bonus, no proper training. Only consultants who are stationed at the main office will be noticed by management. Placed on projects that can be located anywhere from woodleigh to KL", Consultant, Singapore,13-Jun-18,TRUE
Capgemini,1,"""People matter, results count"" is complete bollocks","- You get good colleagues in projects. Sometimes. 
- Medical and dental benefits are generous.","- No training and development. 
- Management sees staffs not as people but numbers on a spreadsheet. 
- HR is slow and incredibly unresponsive. 
- Too many instances of ""bodyshopping"". 
- Firm hires local citizens with the intention only to bring in foreign Indian staffs who often times are incompetent and difficult to manage in projects.", Consultant, Singapore,17-Oct-18,FALSE
Capgemini,5,Great Company to work for,"Great place to learn new skills, prepares and equips you for a challenging and  an ever changing IT market, instills a sense of ownership and makes you a better IT professional. The South East Asia market unit works like a fast paced start up with the heart of a global SI.","New employees take time to adapt to the environment due to the fast paced operations, diversity of employees and the complexity the market poses for the region.", Director, Singapore,22-Dec-19,TRUE
Capgemini,1,I wish I can rate zero stars. Stay away!,"1. Great work-life balance
2. Respect from managers
3. Comprehensive and well thought out training plan for employees
4. Attractive remuneration package
5. Clear expectations of role and career progression
6. Workforce diversity
7. MNC that moves as fast as a startup
8. Ultra generous benefits such as gym, food, etc.
9. Forefront of technology
10. None of the above are true","1. Managers lack empathy when working with their teams. ""My way or the highway"" is one of the many high-handed values they live by. There is zero effort to understand their own junior employees' own personalities and groom them in their own ways. 
2. Adding to point number 1, managers have the same mindset that junior employees should operate the same way these managers operated back when they entered the workforce decades ago. ""Back when I started working, ..."" is a common phrase thrown around. 
3. Managers take things very personal here. Disobey them, challenge their thinking or do anything out of the ordinary and you may find yourself not on a project and floating on the bench forever. Don't worry though because then, you can watch movies or learn something new or psst. find a new job. 
4. The model of outsourcing work to India is flawed. Zero pride taken in their work, leading to poor or even no deliverables produced and local resources have to take the heat.
5. Perception is key here. You do not have to have substance. (I guess that's why we have a ton of managers here who are empty cans). Simply speak anything and everything that crosses your mind and you may find yourself getting into the goody books of senior management. 
6. They constantly lie that they are a startup, being agile and flat. Truth of the matter is, the company is constantly sticks to the cash cows of legacy software  (which is technically not wrong) but leaves zero room for tinkering with new technologies. 
7. We do not have a strong learning and development plan for employees here. Really not sure what the HR team is doing. Probably 100% tied on hiring new employees because there is simply high attrition rate. CEO gives the excuse that the attrition rate is fine because it's the same across all other consulting firms. 
8. Too many hired from the same country, bringing along their own working culture that may work for them over there but not in Singapore. Again refer to point number 1. Company pretends to be a supporter of gender diversity (Women@Capgemini) but nothing to address the elephant in the room. 
9. No clear strategy of what products to have deep expertise in, leading to half-hearted attempts at training, leading to not having the proper resources at bids, leading to lousy delivery if we magically win projects, leading to customers that do not return for repeat business. Well, that's for another management team to worry because by then it wouldn't be a problem for the current management team right?
10. Simple things such as having templated assets to streamline the process of working on a bid or on a project are missing. Hold on, come to think of it, they do have templated assets. Templated assets for hiring events. See point number 7. 
11. Graduate programme is a sham. It's subsidised by EDB and it's another excuse for the company to bring in cheap local talent to simply make up the numbers. When e-learning counts as training and managers can simply concoct some presentation showing the growth of graduates, it's no wonder that they are still meeting the KPIs set by EDB. 
12. Senior management look down upon software developers because they think it's cheap labour that can be outsourced to India. They value empty cans more. See point number 5.", Consultant, Singapore,14-Sep-19,FALSE
Capgemini,5,Portfolio Manager,"Approachable Leadership 
Full accountability and ownership provided to do your work the way you want
You can define your own Learning Roadmap the way you want so long as it is beneficial to the company
Full freedom
Good work-life balance",Nothing that are so important to write here, Portfolio Manager, Singapore,6-Jan-20,TRUE
Capgemini,4,Good place after to hang around for a while,Provides enough opportunities for you growth- technical and well as the compensation you receive. You need to be spent at least 1-2 years to get along well in the organisation. Do not judge early.,Not every ODC in India has growth potential. For Instance if you are placed in Pune you might be struggling to find right assignment for you., Solutions Architect, Singapore,1-Jul-16,TRUE
